article_name,primary_fraud_type_semantic,secondary_fraud_types_semantic,semantic_mention_counts_json,jurisdictions_json,sectors_json,channels_json,programs_json,actors_json,has_sar_guidance,has_regulatory_context,sar_guidance_json,regulatory_context_json,related_documents_json,quantitative_notes_json,fincen_id,doc_title,doc_date,doc_type,pdf_url,num_pages,num_chunks,total_chunks,high_signal_chunks
Nicaragua_Advisory_FINAL_508_0.pdf,money_laundering,sanctions_evasion,"{""money_laundering"": 24, ""corruption_bribery"": 11, ""trade_based_money_laundering"": 11, ""bulk_cash_smuggling"": 7, ""structuring_smurfing"": 2, ""correspondent_banking"": 7, ""terrorist_financing"": 10, ""sanctions_evasion"": 16, ""proliferation_financing"": 4, ""ransomware_cyber"": 3, ""virtual_assets_crypto"": 3, ""shell_front_companies"": 4, ""human_trafficking"": 3, ""fraud_government_programs"": 1}","[""United States"", ""Venezuela""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2018-A005,FinCEN Advisory FIN-2018-A005,10/04/2018,advisory,https://www.fincen.gov/system/files/advisory/2018-10-04/Nicaragua_Advisory_FINAL_508_0.pdf,5,62,62,12
PEP%20Facilitator%20Advisory_FINAL%20508%20updated.pdf,money_laundering,trade_based_money_laundering | sanctions_evasion | corruption_bribery | shell_front_companies,"{""human_trafficking"": 21, ""corruption_bribery"": 36, ""terrorist_financing"": 26, ""structuring_smurfing"": 3, ""sanctions_evasion"": 50, ""trade_based_money_laundering"": 47, ""money_laundering"": 71, ""bulk_cash_smuggling"": 28, ""virtual_assets_crypto"": 16, ""ransomware_cyber"": 9, ""correspondent_banking"": 20, ""human_smuggling"": 6, ""shell_front_companies"": 33, ""proliferation_financing"": 17, ""fraud_government_programs"": 5, ""synthetic_identity"": 2, ""elder_romance_scam"": 3}","[""Iran"", ""North Korea"", ""Panama"", ""Russia"", ""United States"", ""Venezuela""]","[""depository_institution"", ""insurance"", ""real_estate"", ""securities""]","[""ach"", ""atm""]",[],"[""shell_company""]",True,True,{},{},[],[],FIN-2018-A003,FinCEN Advisory FIN-2018-A003,06/12/2018,advisory,https://www.fincen.gov/system/files/advisory/2018-07-03/PEP%20Facilitator%20Advisory_FINAL%20508%20updated.pdf,15,208,208,24
Risk%20in%20Real%20Estate%20Advisory_FINAL%20508%20Tuesday%20%28002%29.pdf,money_laundering,trade_based_money_laundering | shell_front_companies,"{""structuring_smurfing"": 6, ""terrorist_financing"": 7, ""corruption_bribery"": 7, ""sanctions_evasion"": 12, ""money_laundering"": 54, ""human_trafficking"": 19, ""human_smuggling"": 3, ""trade_based_money_laundering"": 41, ""bulk_cash_smuggling"": 21, ""virtual_assets_crypto"": 24, ""shell_front_companies"": 39, ""ransomware_cyber"": 7, ""correspondent_banking"": 8, ""elder_romance_scam"": 8, ""fraud_government_programs"": 2}","[""United States"", ""Venezuela""]","[""depository_institution"", ""insurance"", ""real_estate""]","[""ach"", ""wire""]",[],[],True,True,{},{},[],[],FIN-2017-A003,FinCEN Advisory - FIN-2017-A003,08/22/2017,advisory,https://www.fincen.gov/system/files/advisory/2017-08-22/Risk%20in%20Real%20Estate%20Advisory_FINAL%20508%20Tuesday%20%28002%29.pdf,8,109,109,17
South%20Sudan%20Advisory_09-06-2017_0.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | corruption_bribery,"{""money_laundering"": 34, ""ransomware_cyber"": 7, ""trade_based_money_laundering"": 21, ""bulk_cash_smuggling"": 10, ""corruption_bribery"": 20, ""terrorist_financing"": 13, ""structuring_smurfing"": 4, ""sanctions_evasion"": 24, ""human_trafficking"": 8, ""shell_front_companies"": 8, ""fraud_government_programs"": 2, ""virtual_assets_crypto"": 3, ""proliferation_financing"": 5, ""correspondent_banking"": 12, ""human_smuggling"": 2}","[""United States""]","[""depository_institution"", ""insurance"", ""real_estate""]","[""ach""]","[""eip""]",[],True,True,{},{},[],[],FIN-2017-A004,FinCEN Advisory FIN-2017-A004,09/06/2017,advisory,https://www.fincen.gov/system/files/advisory/2017-09-06/South%20Sudan%20Advisory_09-06-2017_0.pdf,7,94,94,16
Updated%20BEC%20Advisory%20FINAL%20508.pdf,money_laundering,correspondent_banking | ransomware_cyber | elder_romance_scam | fraud_government_programs,"{""fraud_government_programs"": 35, ""elder_romance_scam"": 33, ""ransomware_cyber"": 43, ""money_laundering"": 66, ""structuring_smurfing"": 3, ""corruption_bribery"": 7, ""terrorist_financing"": 14, ""sanctions_evasion"": 22, ""synthetic_identity"": 20, ""correspondent_banking"": 51, ""trade_based_money_laundering"": 28, ""virtual_assets_crypto"": 9, ""bulk_cash_smuggling"": 12, ""shell_front_companies"": 10, ""human_smuggling"": 1, ""human_trafficking"": 4, ""proliferation_financing"": 2}","[""Canada"", ""China"", ""Mexico"", ""United States""]","[""depository_institution"", ""msb"", ""real_estate""]","[""ach"", ""virtual_assets"", ""wire""]",[],"[""money_mule""]",True,True,{},{},[],[],FIN-2019-A005,FinCEN Advisory FIN-2019-A005,07/16/2019,advisory,https://www.fincen.gov/system/files/advisory/2019-07-16/Updated%20BEC%20Advisory%20FINAL%20508.pdf,12,159,159,48
Venezuela%20Advisory%20FINAL%20508.pdf,money_laundering,trade_based_money_laundering | sanctions_evasion | bulk_cash_smuggling | corruption_bribery,"{""corruption_bribery"": 30, ""money_laundering"": 64, ""trade_based_money_laundering"": 64, ""virtual_assets_crypto"": 30, ""structuring_smurfing"": 3, ""correspondent_banking"": 15, ""terrorist_financing"": 25, ""sanctions_evasion"": 50, ""proliferation_financing"": 17, ""ransomware_cyber"": 17, ""human_trafficking"": 18, ""bulk_cash_smuggling"": 43, ""fraud_government_programs"": 6, ""shell_front_companies"": 26, ""human_smuggling"": 4}","[""Mexico"", ""Panama"", ""Russia"", ""United States"", ""Venezuela""]","[""depository_institution"", ""insurance"", ""real_estate""]","[""ach"", ""virtual_assets"", ""wire""]",[],"[""shell_company""]",True,True,{},{},[],[],FIN-2019-A002,FinCEN Advisory FIN-2019-A002,05/03/2019,advisory,https://www.fincen.gov/system/files/advisory/2019-05-08/Venezuela%20Advisory%20FINAL%20508.pdf,15,194,194,32
advis11.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | correspondent_banking | virtual_assets_crypto,"{""money_laundering"": 10, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 5, ""trade_based_money_laundering"": 5, ""virtual_assets_crypto"": 5, ""sanctions_evasion"": 3, ""correspondent_banking"": 5, ""shell_front_companies"": 1}","[""United States""]","[""depository_institution""]","[""atm""]",[],[],True,False,{},{},[],[],,FinCEN Advisory - Issue 11,04/01/1999,advisory,https://www.fincen.gov/system/files/advisory/advis11.pdf,2,19,19,1
advis12.pdf,bulk_cash_smuggling,money_laundering | trade_based_money_laundering,"{""money_laundering"": 16, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 17, ""sanctions_evasion"": 3, ""correspondent_banking"": 3, ""human_trafficking"": 4, ""trade_based_money_laundering"": 15, ""virtual_assets_crypto"": 4, ""human_smuggling"": 4, ""shell_front_companies"": 1, ""proliferation_financing"": 1}","[""Colombia"", ""United States""]","[""depository_institution"", ""msb""]","[""cash""]",[],"[""tco""]",False,False,{},{},[],[],,FinCEN Advisory - Issue 12,06/01/1999,advisory,https://www.fincen.gov/system/files/advisory/advis12.pdf,3,32,32,2
advis13.pdf,money_laundering,trade_based_money_laundering | correspondent_banking,"{""money_laundering"": 18, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 8, ""trade_based_money_laundering"": 15, ""sanctions_evasion"": 6, ""correspondent_banking"": 10, ""elder_romance_scam"": 1, ""synthetic_identity"": 1, ""shell_front_companies"": 3}","[""United States""]","[""depository_institution"", ""insurance"", ""securities""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 13,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis13.pdf,4,34,34,3
advis14.pdf,money_laundering,trade_based_money_laundering | sanctions_evasion | correspondent_banking | bulk_cash_smuggling,"{""money_laundering"": 16, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 7, ""trade_based_money_laundering"": 11, ""sanctions_evasion"": 10, ""correspondent_banking"": 9, ""human_trafficking"": 2, ""shell_front_companies"": 2}","[""United States""]","[""depository_institution"", ""insurance"", ""securities""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 14,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis14.pdf,4,32,32,2
advis16.pdf,money_laundering,trade_based_money_laundering,"{""money_laundering"": 14, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 5, ""trade_based_money_laundering"": 12, ""sanctions_evasion"": 7, ""correspondent_banking"": 5, ""virtual_assets_crypto"": 2}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 16,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis16.pdf,3,28,28,2
advis17.pdf,money_laundering,trade_based_money_laundering | correspondent_banking,"{""money_laundering"": 12, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 5, ""trade_based_money_laundering"": 10, ""proliferation_financing"": 2, ""sanctions_evasion"": 5, ""correspondent_banking"": 7, ""virtual_assets_crypto"": 1, ""terrorist_financing"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 17,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis17.pdf,3,25,25,2
advis18.pdf,money_laundering,correspondent_banking | trade_based_money_laundering,"{""money_laundering"": 17, ""ransomware_cyber"": 3, ""bulk_cash_smuggling"": 6, ""trade_based_money_laundering"": 10, ""sanctions_evasion"": 4, ""correspondent_banking"": 13, ""corruption_bribery"": 1, ""shell_front_companies"": 3, ""synthetic_identity"": 1, ""virtual_assets_crypto"": 2, ""human_trafficking"": 2}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 18,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis18.pdf,3,31,31,3
advis19.pdf,money_laundering,trade_based_money_laundering | correspondent_banking | sanctions_evasion,"{""money_laundering"": 17, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 7, ""trade_based_money_laundering"": 10, ""sanctions_evasion"": 9, ""correspondent_banking"": 10, ""corruption_bribery"": 1, ""virtual_assets_crypto"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 19,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis19.pdf,4,33,33,2
advis2.pdf,money_laundering,trade_based_money_laundering | virtual_assets_crypto,"{""money_laundering"": 13, ""trade_based_money_laundering"": 7, ""virtual_assets_crypto"": 7, ""sanctions_evasion"": 3, ""bulk_cash_smuggling"": 4, ""correspondent_banking"": 2, ""human_trafficking"": 2, ""ransomware_cyber"": 2, ""shell_front_companies"": 2, ""human_smuggling"": 1, ""terrorist_financing"": 2, ""proliferation_financing"": 1}","[""Canada"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],,FinCEN Advisory - Issue 2,03/01/1996,advisory,https://www.fincen.gov/system/files/advisory/advis2.pdf,4,32,32,2
advis21.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | correspondent_banking,"{""money_laundering"": 15, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 7, ""trade_based_money_laundering"": 15, ""sanctions_evasion"": 3, ""correspondent_banking"": 7, ""virtual_assets_crypto"": 3, ""human_trafficking"": 3, ""human_smuggling"": 2, ""shell_front_companies"": 1, ""structuring_smurfing"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 21,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis21.pdf,3,30,30,1
advis21a.pdf,,,{},[],[],[],[],[],False,False,{},{},[],[],,Advisory Updated - Issue 21A,01/01/2002,advisory,https://www.fincen.gov/system/files/advisory/advis21a.pdf,2,13,13,0
advis22.pdf,money_laundering,trade_based_money_laundering | correspondent_banking,"{""money_laundering"": 13, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 5, ""trade_based_money_laundering"": 11, ""sanctions_evasion"": 5, ""correspondent_banking"": 6, ""virtual_assets_crypto"": 2, ""human_trafficking"": 2, ""terrorist_financing"": 1, ""shell_front_companies"": 1, ""fraud_government_programs"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 22,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis22.pdf,3,28,28,1
advis23.pdf,trade_based_money_laundering,money_laundering | bulk_cash_smuggling | sanctions_evasion,"{""money_laundering"": 14, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 12, ""trade_based_money_laundering"": 15, ""sanctions_evasion"": 10, ""correspondent_banking"": 5, ""human_trafficking"": 4, ""human_smuggling"": 3}","[""Panama"", ""United States""]","[""depository_institution"", ""insurance""]","[""wire""]",[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 23,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis23.pdf,3,28,28,2
advis24.pdf,money_laundering,trade_based_money_laundering | correspondent_banking | bulk_cash_smuggling,"{""money_laundering"": 16, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 7, ""trade_based_money_laundering"": 10, ""correspondent_banking"": 8, ""sanctions_evasion"": 3, ""human_trafficking"": 1, ""synthetic_identity"": 1, ""virtual_assets_crypto"": 1, ""terrorist_financing"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 24,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis24.pdf,3,27,27,3
advis25.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 18, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 11, ""trade_based_money_laundering"": 15, ""correspondent_banking"": 7, ""human_trafficking"": 3, ""sanctions_evasion"": 2, ""virtual_assets_crypto"": 1, ""corruption_bribery"": 1, ""proliferation_financing"": 1}","[""Russia"", ""United States""]","[""depository_institution"", ""securities""]","[""wire""]",[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 25,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis25.pdf,3,28,28,3
advis26.pdf,money_laundering,trade_based_money_laundering | correspondent_banking | bulk_cash_smuggling,"{""money_laundering"": 14, ""ransomware_cyber"": 3, ""bulk_cash_smuggling"": 6, ""trade_based_money_laundering"": 8, ""sanctions_evasion"": 2, ""correspondent_banking"": 9, ""structuring_smurfing"": 1, ""human_trafficking"": 2, ""shell_front_companies"": 2, ""synthetic_identity"": 1, ""virtual_assets_crypto"": 2, ""fraud_government_programs"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 26,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis26.pdf,3,30,30,1
advis27.pdf,money_laundering,trade_based_money_laundering | correspondent_banking | bulk_cash_smuggling,"{""money_laundering"": 16, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 7, ""sanctions_evasion"": 7, ""correspondent_banking"": 10, ""trade_based_money_laundering"": 13, ""human_trafficking"": 1, ""human_smuggling"": 1, ""shell_front_companies"": 4, ""virtual_assets_crypto"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 27,07/01/2000,advisory,https://www.fincen.gov/system/files/advisory/advis27.pdf,3,30,30,1
advis28.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 14, ""correspondent_banking"": 6, ""trade_based_money_laundering"": 13, ""bulk_cash_smuggling"": 10, ""human_trafficking"": 1, ""ransomware_cyber"": 3, ""proliferation_financing"": 2, ""sanctions_evasion"": 2, ""terrorist_financing"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 28,04/01/2002,advisory,https://www.fincen.gov/system/files/advisory/advis28.pdf,2,24,24,1
advis29.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 17, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 10, ""trade_based_money_laundering"": 16, ""sanctions_evasion"": 5, ""correspondent_banking"": 7, ""human_trafficking"": 2, ""corruption_bribery"": 2, ""shell_front_companies"": 1, ""human_smuggling"": 1}","[""Ukraine"", ""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 29,04/01/2002,advisory,https://www.fincen.gov/system/files/advisory/advis29.pdf,3,28,28,4
advis30.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 14, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 7, ""trade_based_money_laundering"": 13, ""correspondent_banking"": 6, ""sanctions_evasion"": 1, ""human_smuggling"": 1, ""terrorist_financing"": 1}","[""United States""]","[""depository_institution""]","[""wire""]",[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 30,04/01/2002,advisory,https://www.fincen.gov/system/files/advisory/advis30.pdf,3,24,24,2
advis31.pdf,money_laundering,trade_based_money_laundering | correspondent_banking | sanctions_evasion,"{""money_laundering"": 16, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 6, ""trade_based_money_laundering"": 15, ""proliferation_financing"": 1, ""correspondent_banking"": 8, ""sanctions_evasion"": 8, ""human_trafficking"": 1, ""fraud_government_programs"": 1, ""shell_front_companies"": 2}","[""United States""]","[""depository_institution"", ""insurance""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 31,04/01/2002,advisory,https://www.fincen.gov/system/files/advisory/advis31.pdf,3,28,28,1
advis32.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 15, ""ransomware_cyber"": 2, ""bulk_cash_smuggling"": 12, ""trade_based_money_laundering"": 13, ""correspondent_banking"": 4, ""human_trafficking"": 3, ""human_smuggling"": 1, ""sanctions_evasion"": 1}","[""United States""]","[""depository_institution""]","[""wire""]",[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 32,04/01/2002,advisory,https://www.fincen.gov/system/files/advisory/advis32.pdf,3,24,24,4
advis33.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | correspondent_banking,"{""money_laundering"": 47, ""ransomware_cyber"": 3, ""bulk_cash_smuggling"": 38, ""virtual_assets_crypto"": 19, ""human_trafficking"": 3, ""trade_based_money_laundering"": 44, ""sanctions_evasion"": 8, ""correspondent_banking"": 27, ""shell_front_companies"": 5, ""terrorist_financing"": 3, ""fraud_government_programs"": 1, ""elder_romance_scam"": 2, ""synthetic_identity"": 1, ""human_smuggling"": 2, ""structuring_smurfing"": 1}","[""Afghanistan"", ""China"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""cash"", ""check"", ""wire""]",[],"[""courier""]",True,True,{},{},[],[],,FinCEN Advisory - Issue 33,03/01/2003,advisory,https://www.fincen.gov/system/files/advisory/advis33.pdf,11,144,144,6
advis34.pdf,trade_based_money_laundering,money_laundering | bulk_cash_smuggling,"{""money_laundering"": 4, ""ransomware_cyber"": 2, ""trade_based_money_laundering"": 7, ""bulk_cash_smuggling"": 4, ""elder_romance_scam"": 1, ""sanctions_evasion"": 2, ""correspondent_banking"": 1}","[""Canada"", ""United States""]",[],[],[],[],False,False,{},{},[],[],,FinCEN Advisory - Issue 34,12/01/2003,advisory,https://www.fincen.gov/system/files/advisory/advis34.pdf,2,14,14,0
advisory.pdf,money_laundering,trade_based_money_laundering | correspondent_banking,"{""sanctions_evasion"": 2, ""money_laundering"": 5, ""terrorist_financing"": 1, ""correspondent_banking"": 3, ""ransomware_cyber"": 2, ""trade_based_money_laundering"": 3, ""bulk_cash_smuggling"": 2}","[""China"", ""North Korea"", ""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],,FinCEN Advisory – Issue 40,12/01/2005,advisory,https://www.fincen.gov/system/files/guidance/advisory.pdf,2,12,12,0
advissu1.pdf,money_laundering,bulk_cash_smuggling | trade_based_money_laundering,"{""money_laundering"": 24, ""virtual_assets_crypto"": 12, ""ransomware_cyber"": 10, ""bulk_cash_smuggling"": 11, ""trade_based_money_laundering"": 10, ""terrorist_financing"": 1, ""correspondent_banking"": 4, ""structuring_smurfing"": 1, ""human_trafficking"": 5, ""human_smuggling"": 3, ""shell_front_companies"": 3, ""corruption_bribery"": 3, ""proliferation_financing"": 1, ""sanctions_evasion"": 2}","[""United States""]","[""depository_institution""]","[""ach"", ""wire""]",[],[],False,True,{},{},[],[],,FinCEN Advisory - Issue 1,03/01/1996,advisory,https://www.fincen.gov/system/files/advisory/advissu1.pdf,4,36,36,4
advissu3.pdf,money_laundering,correspondent_banking,"{""money_laundering"": 54, ""bulk_cash_smuggling"": 15, ""correspondent_banking"": 50, ""ransomware_cyber"": 2, ""sanctions_evasion"": 12, ""trade_based_money_laundering"": 15, ""terrorist_financing"": 2, ""virtual_assets_crypto"": 1, ""structuring_smurfing"": 5, ""elder_romance_scam"": 4, ""synthetic_identity"": 4}","[""Mexico"", ""United States""]","[""casino"", ""depository_institution"", ""msb"", ""securities""]","[""ach"", ""atm"", ""trade_finance"", ""wire""]",[],[],True,True,{},{},[],[],,FinCEN Advisory - Issue 3,06/01/1996,advisory,https://www.fincen.gov/system/files/advisory/advissu3.pdf,9,113,113,2
advissu4.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling,"{""money_laundering"": 92, ""ransomware_cyber"": 20, ""bulk_cash_smuggling"": 76, ""terrorist_financing"": 10, ""trade_based_money_laundering"": 82, ""human_trafficking"": 33, ""virtual_assets_crypto"": 38, ""shell_front_companies"": 27, ""correspondent_banking"": 22, ""human_smuggling"": 15, ""elder_romance_scam"": 13, ""fraud_government_programs"": 6, ""sanctions_evasion"": 2, ""corruption_bribery"": 3}","[""Afghanistan"", ""Colombia"", ""Russia"", ""United States""]","[""casino"", ""depository_institution"", ""insurance"", ""real_estate"", ""securities""]","[""ach"", ""atm"", ""card"", ""cash"", ""wire""]",[],"[""tco""]",False,False,{},{},[],[],,FinCEN Advisory - Issue 4,08/01/1996,advisory,https://www.fincen.gov/system/files/advisory/advissu4.pdf,16,137,137,17
advissu6.pdf,bulk_cash_smuggling,money_laundering | trade_based_money_laundering | correspondent_banking,"{""correspondent_banking"": 9, ""bulk_cash_smuggling"": 13, ""trade_based_money_laundering"": 12, ""virtual_assets_crypto"": 3, ""money_laundering"": 13, ""proliferation_financing"": 1, ""human_trafficking"": 1, ""human_smuggling"": 4, ""ransomware_cyber"": 2}","[""Colombia"", ""Mexico"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],,FinCEN Advisory - Issue 6,10/01/1996,advisory,https://www.fincen.gov/system/files/advisory/advissu6.pdf,3,26,26,2
advissu7.pdf,money_laundering,correspondent_banking,"{""money_laundering"": 44, ""ransomware_cyber"": 4, ""bulk_cash_smuggling"": 9, ""trade_based_money_laundering"": 18, ""sanctions_evasion"": 14, ""correspondent_banking"": 25, ""structuring_smurfing"": 1, ""terrorist_financing"": 3, ""human_trafficking"": 1, ""proliferation_financing"": 1, ""elder_romance_scam"": 1, ""synthetic_identity"": 2}","[""United States""]","[""casino"", ""depository_institution"", ""msb"", ""securities""]","[""ach"", ""atm"", ""wire""]",[],[],True,True,{},{},[],[],,FinCEN Advisory - Issue 7,01/01/1997,advisory,https://www.fincen.gov/system/files/advisory/advissu7.pdf,8,74,74,0
advisu9.pdf,bulk_cash_smuggling,trade_based_money_laundering | money_laundering,"{""money_laundering"": 30, ""ransomware_cyber"": 3, ""bulk_cash_smuggling"": 47, ""trade_based_money_laundering"": 43, ""sanctions_evasion"": 4, ""virtual_assets_crypto"": 12, ""human_trafficking"": 12, ""human_smuggling"": 8, ""correspondent_banking"": 10, ""shell_front_companies"": 2, ""proliferation_financing"": 2, ""elder_romance_scam"": 2}","[""Colombia"", ""Mexico"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach"", ""wire""]","[""eip""]","[""tco""]",False,False,{},{},[],[],,FinCEN Advisory - Issue 9,11/01/1997,advisory,https://www.fincen.gov/system/files/advisory/advisu9.pdf,6,117,117,2
faqsfinalciprule.pdf,correspondent_banking,,"{""money_laundering"": 14, ""fraud_government_programs"": 2, ""sanctions_evasion"": 5, ""correspondent_banking"": 38, ""synthetic_identity"": 13, ""elder_romance_scam"": 3, ""terrorist_financing"": 1}","[""United States""]","[""depository_institution"", ""insurance"", ""real_estate"", ""securities""]","[""ach"", ""card""]","[""eip""]",[],True,False,{},{},[],[],,Interagency Advisory - Issue 39,04/01/2005,advisory,https://www.fincen.gov/system/files/guidance/faqsfinalciprule.pdf,14,59,59,5
fin-2008-a002.pdf,correspondent_banking,money_laundering | trade_based_money_laundering | proliferation_financing,"{""money_laundering"": 7, ""trade_based_money_laundering"": 6, ""ransomware_cyber"": 1, ""proliferation_financing"": 4, ""correspondent_banking"": 10, ""terrorist_financing"": 3, ""sanctions_evasion"": 2, ""human_trafficking"": 1, ""bulk_cash_smuggling"": 1, ""virtual_assets_crypto"": 1}","[""Afghanistan"", ""Iran"", ""Russia"", ""United States"", ""Venezuela""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],FIN-2008-A002,FinCEN Advisory – FIN-2008-A002,03/20/2008,advisory,https://www.fincen.gov/system/files/advisory/fin-2008-a002.pdf,4,39,39,0
fin-2008-a003.pdf,money_laundering,trade_based_money_laundering | correspondent_banking,"{""money_laundering"": 5, ""sanctions_evasion"": 1, ""correspondent_banking"": 4, ""trade_based_money_laundering"": 4, ""proliferation_financing"": 1, ""terrorist_financing"": 1, ""bulk_cash_smuggling"": 1}","[""United States""]","[""casino"", ""depository_institution""]","[""wire""]",[],"[""tco""]",True,False,{},{},[],[],FIN-2008-A003,FinCEN Advisory – FIN-2008-A003,03/20/2008,advisory,https://www.fincen.gov/system/files/advisory/fin-2008-a003.pdf,2,6,6,1
fin-2008-a005.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | sanctions_evasion,"{""sanctions_evasion"": 2, ""money_laundering"": 3, ""trade_based_money_laundering"": 2, ""bulk_cash_smuggling"": 2, ""correspondent_banking"": 1}","[""United States""]","[""depository_institution""]",[],[],[],False,False,{},{},[],[],FIN-2008-A005,FinCEN Advisory – FIN-2008-A005,04/28/2008,advisory,https://www.fincen.gov/system/files/advisory/fin-2008-a005.pdf,1,4,4,1
fin-2008-g004.pdf,money_laundering,trade_based_money_laundering | fraud_government_programs,"{""money_laundering"": 46, ""trade_based_money_laundering"": 26, ""fraud_government_programs"": 26, ""terrorist_financing"": 4, ""virtual_assets_crypto"": 1, ""shell_front_companies"": 6, ""sanctions_evasion"": 5, ""correspondent_banking"": 11, ""bulk_cash_smuggling"": 2, ""elder_romance_scam"": 2, ""structuring_smurfing"": 1, ""ransomware_cyber"": 1}","[""United States""]","[""depository_institution"", ""insurance"", ""securities""]","[""ach""]","[""eip""]",[],True,True,{},{},[],[],FIN-2008-G004,FinCEN Guidance-FIN-2008-G004(Replaces 10/31/05 FAQs),03/20/2008,advisory,https://www.fincen.gov/system/files/guidance/fin-2008-g004.pdf,11,74,74,16
